artistGNDId,artistName (preferred),placeOfBirth,birth year,num_works,birth_year_span_start
118978128,"Barbieri, Giovanni Francesco",Cento,1591,1,1550
118992740,"Danloux, Henri Pierre",Paris,1753,1,1750
118992740,"Villeneuve, Julien Vallou de",Paris,1795,1,1750
118992767,"Anonym, deutsch, 19. Jahrhundert",Göttingen,1801,1,1800
118992767,"Riepenhausen, Franz",Göttingen,1786,3,1750
118998420,"Le Prince, Jean-Baptiste",Metz,1734,161,1700
119004305,"Mongin, Augustin",Dronrijp,1843,1,1800
119005247,"Bal, Cornelis Joseph",Tournai,1820,1,1800
119006944,"Anonym, französisch, 17. Jahrhundert",Nancy,1601,12,1600
119006944,"Silvestre, Israël",Nancy,1621,280,1600
119014459,"Anonym, deutsch, 17. Jahrhundert",Haarlem,1601,1,1600
119014459,"Cornelisz., Cornelis",Haarlem,1562,3,1550
119021056,"Tissot, James",Nantes,1836,28,1800
119021560,"Humbert de Superville, David Pierre Giottino",Den Haag,1770,1,1750
119032082,"Jouanin, Auguste Adrien",Dittelsheim,1806,1,1800
119052636,"Lairesse, Gérard de",Lüttich,1640,22,1600
119053454,"Besnard, Albert",Paris,1849,7,1800
119053721,"Herr, Michael",Menzingen (Baden),1591,1,1550
119055252,"Vos, Cornelis de",Hulst,1584,1,1550
119075318,"Le Sidaner, Henri",Mauritius,1862,2,1850
119091593,"Chéret, Jules",Paris,1830,40,1800
119091771,"Anonym, französisch, 19. Jahrhundert",Città della Pieve,1801,3,1800
119099950,"Vico, Enea",Parma,1523,1,1500
11910816X,"Dietzsch, Barbara Regina",Nürnberg,1706,7,1700
11912081X,"Galle, Theodoor",Antwerpen,1571,11,1550
119121204,"Anonym, niederländisch, 16. Jahrhundert",Lüttich,1501,1,1500
119121875,"Feure, Georges de",Paris,1868,6,1850
1191371646,"Malécy, Alexis Joseph Louis de",Rouen,1799,1,1750
11914073X,"Burnand, Eugène",Moudon,1850,10,1850
119174200,"Fortuny, Marià","Réus, Katalonien",1838,1,1800
119176637,"Anonym, niederländisch, 16. Jahrhundert",Utrecht,1501,1,1500
119179547,"Neureuther, Eugen Napoleon",München,1806,1,1800
119183471,"Dou, Gerard",Leiden,1613,1,1600
119187841,"Schwabe, Carlos",Altona,1866,1,1850
119209993,"Anonym, französisch, 18. Jahrhundert",Enkhuizen,1701,1,1700
119209993,"Anonym, niederländisch, 17. Jahrhundert",Enkhuizen,1601,1,1600
119209993,"Dupont, Pieter",Enkhuizen,1870,1,1850
119209993,"Potter, Paulus",Enkhuizen,1625,14,1600
11921332X,"Venne, Adriaen Pieterszoon van de",Delft,1589,1,1550
119233096,"Anonym, französisch, 17. Jahrhundert",Brüssel,1601,1,1600
119233096,"Champaigne, Philippe de",Brüssel,1602,1,1600
119233096,"Dupin, Pierre",Brüssel,1690,1,1650
119233096,Rossello,Brüssel,1801,1,1800
119238136,"Marcoussis, Louis",Warschau; Krakau,1883,3,1850
119240114,"Lory, Gabriel",Bern,1784,2,1750
119240874,"Eisen, Charles",Valenciennes,1720,5,1700
119248980,"Bramer, Leonard",Delft,1596,262,1550
119256908,"Anonym, niederländisch, 16. Jahrhundert",Urbino,1501,1,1500
119256908,"Barocci, Federico",Urbino,1535,1,1500
119265931,"Anonym, italienisch, 17. Jahrhundert",Dordrecht,1601,1,1600
119265931,"Hoogstraten, Samuel van",Dordrecht,1627,6,1600
119284936,"Garnier, François",Rom,1800,1,1800
119284936,"Girard, François",Rom,1770,1,1750
119284936,"Gérard, François",Rom,1770,4,1750
119284936,"Weber, Antoine Jean",Rom,1797,1,1750
119286564,"Backhuysen, Ludolf",Emden,1630,5,1600
119290286,"Hallé, Claude Guy",Paris,1652,1,1650
119298880,"Jacque, Charles Emile",Paris,1813,52,1800
119314851,Anonym,Antwerpen,1553,9,1550
119314851,"Wierix, Hieronymus",Antwerpen,1553,56,1550
11931648X,"Wit, Frederick de",Gouda,1630,1,1600
119324695,"Gérôme, Jean Léon",Vesoul,1824,4,1800
119324695,"Mariani, Léon",Vesoul,1824,1,1800
119324695,"Soulange-Teissier, Louis Emmanuel",Vesoul,1814,1,1800
1193274958,"Uyl, Johannes Jansz. den",Amsterdam,1595,1,1550
119334690,"Rugendas, Georg Philipp",Augsburg,1666,1,1650
119340623,"Houel, Jean-Pierre-Laurent",Rouen,1735,2,1700
119357895,Anonym,La Bassée,1761,1,1750
119357895,"Anonym, französisch, 19. Jahrhundert",La Bassée,1801,1,1800
119357895,"Boilly, Louis",La Bassée,1761,7,1750
119369303,"Schwarz, Christoph",München,1548,14,1500
119375702,"Bertinot, Gustave Nicolas",La Rochelle,1822,2,1800
119375702,"Bouguereau, William Adolphe",La Rochelle,1825,1,1800
119375702,"Levasseur, Jules Gabriel",La Rochelle,1823,1,1800
119383330,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,1,1500
119383330,"Beck, Leonhard",Augsburg,1480,11,1450
119383330,"Lindt, Alexius",Augsburg,1495,3,1450
119383330,"Seman, Claus",Augsburg,1480,4,1450
119424215,"Bisschop, Jan de",Amsterdam,1628,2,1600
119427435,"Anonym, deutsch, 16. Jahrhundert",Landshut,1501,12,1500
119427435,"Lemberger, Georg",Landshut,1495,144,1450
119441969,Anonym,Duffel,1573,1,1550
119441969,"Hondius, Hendrik",Duffel,1573,7,1550
119456915,"Anonym, französisch, 18. Jahrhundert",Cluny,1701,1,1700
119456915,"Constant, Charles Louis",Cluny,1778,1,1750
119456915,Mendoze,Cluny,1801,1,1800
119456915,"Prud'hon, Pierre-Paul",Cluny,1758,4,1750
119460882,"Baudry, Paul",La Roche-sur-Yon,1828,1,1800
1194881130,"Delaune, Jean",Paris; Paris,1559,1,1550
119493306,"Laboureur, Jean Émile",Nantes,1877,1,1850
119493330,"Mazzola Bedoli, Girolamo",Viadana,1500,1,1500
119498162,"Klengel, Johann Christian",Kesselsdorf,1751,1,1750
119522098,Monogrammist HS IV,Dippoldiswalde,1500,1,1500
119546655,"Siebmacher, Johann",Nürnberg,1561,2,1550
119625261,"Boissard, Robert",Valence (Departement Drôme),1570,22,1550
1196585350,"Sailliar, Louis",Paris,1748,1,1700
1196731454,"Mihes, Julie",Breslau,1786,16,1750
119691027,"Greff, Jeronimus",Frankfurt am Main,1460,7,1450
119784998,"Anonym, deutsch, 16. Jahrhundert",Langendorf (Hammelburg),1501,1,1500
11982230X,Monogrammist CF,Merseburg,1501,1,1500
119863286,"Anonym, deutsch, 16. Jahrhundert",Schaffhausen,1501,3,1500
1199844063,"Velyn, Philippus",Paris,1786,1,1750
120105659,"Küsel, Mathäus",Augsburg,1629,1,1600
120115530,"Rota, Martin",Šibenik,1520,30,1500
1201207134,"Maindron, Ernest",Paris,1838,1,1800
120158736,"Lalaisse, Hippolyte",Nancy,1812,15,1800
120159562,"Le Blon, Michel",Frankfurt am Main,1587,18,1550
1202361420,"Picot, Victor Marie",Monthières,1744,1,1700
120417820,"Hogenberg, Johann",Mecheln,1550,1,1550
120442620,"Keller, Josef",Pfronten,1740,2,1700
1204530270,"Lefort, Henri Emile",Paris,1852,2,1850
1204530394,"Courtry, Charles",Paris,1846,16,1800
120468409,"Dambrun, Jean",Paris,1741,1,1700
120473275,"Haeften, Nicolaas van",Gorinchem,1663,14,1650
120494809,"Corneille, de Lyon",Den Haag,1495,6,1450
120533251,"Schouman, Aert",Dordrecht,1710,1,1700
120564939,Anonym,Zaltbommel,1595,1,1550
120564939,"Vorsterman, Lucas",Zaltbommel,1595,2,1550
120640945,"Velde, Esaias van den",Amsterdam,1587,3,1550
120668327,"Fratrel, Joseph",Epinal,1727,7,1700
120669226,"Boissieu, Jean-Jacques de",Lyon,1736,164,1700
120686899,"Volmar, Joseph Simon",Bern,1796,3,1750
120690020,"Goltz, Julius",Antwerpen,1555,3,1550
120759640,"Meyer, Rudolf",Zürich,1605,1,1600
1207722170,"Grave, Josua de",Amsterdam,1643,2,1600
120773163,Anonym,Nürnberg,1491,2,1450
120773163,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,1,1500
120773163,"Schön, Erhard",Nürnberg,1491,49,1450
120804271,"Ligne, Charles Joseph Emmanuel de",Wien,1759,9,1750
120854236,"Normand, Charles Pierre Joseph",Goyencourt,1765,2,1750
12091008X,"Anonym, niederländisch, 17. Jahrhundert",Alkmaar,1601,1,1600
12091008X,"Anonym, niederländisch, 19. Jahrhundert",Alkmaar,1801,1,1800
12091008X,"Everdingen, Allart van",Alkmaar,1621,4,1600
120956705,"Guérin, Pierre-Narcisse",Paris,1774,5,1750
121094111,Anonym,Antwerpen,1516,2,1500
121094111,"Floris, Frans",Antwerpen,1516,9,1500
121121259,"Brascassat, Jacques-Raymond",Bordeaux,1804,13,1800
121136574,"Greuter, Matthäus",Straßburg,1564,2,1550
121136574,"Göttich, M.",Straßburg,1551,1,1550
121286673,"Anonym, französisch, 18. Jahrhundert",Paris,1701,2,1700
121286673,"Gravelot, Hubert François",Paris,1699,2,1650
121286673,"Massard, Jean",Paris,1740,1,1700
121447510,"Lemud, François Joseph Aimé George de",Thionville,1816,2,1800
121463486,"Muller, Jan",Amsterdam,1571,29,1550
121465691,"Chateau, Nicolas",Carrara,1680,1,1650
121539628,"Brennhäuser, Andreas Wolfgang",Nürnberg,1819,1,1800
121629023,"Chahine, Edgar",Wien,1874,13,1850
121636321,"Mauzaisse, Jean Baptiste",Corbeil-Essonnes,1784,3,1750
121652394,"Gérard, Marguerite",Grasse,1761,1,1750
12166404X,"Faithorne, William",London,1616,2,1600
121745783,"Moreelse, Paulus",Utrecht,1571,1,1550
121751627,"Anonym, niederländisch, 17. Jahrhundert",Haarlem,1601,3,1600
121751627,"Matham, Theodor",Haarlem,1605,11,1600
121758745,"Hogenberg, Nikolaus",München,1500,1,1500
121798240,"Kubín, Otakar",Boskowitz,1883,1,1850
121814653,"Revel, Alfred",Paris,1725,1,1700
1218239115,"Lochon, Pierre",Paris,1651,1,1650
1219397350,"Thornley, William",Thiais,1857,2,1850
121978788,"Anonym, niederländisch, 16. Jahrhundert",Brüssel,1501,1,1500
121978788,"Sadeler, Jan",Brüssel,1550,13,1550
122011449,"Boullogne, Louis de",Paris,1609,4,1600
122011600,"Grüner, Vincenz Raimund",Prag; Wien,1771,1,1750
12201894X,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,1,1500
122025091,"Wtewael, Joachim",Utrecht,1566,1,1550
122038754,Monogrammist L,Paris,1561,1,1550
122038924,"Strij, Jacob van",Dordrecht,1756,1,1750
122071085,"Molijn, Pieter",London,1595,2,1550
12207114X,"François, Jean-Charles",Nancy,1717,8,1700
122072766,"Necker, Jobst de",Antwerpen,1485,1,1450
122076419,"Thomassin, Simon",Paris,1654,4,1650
1220867780,"Allongé, Auguste",Paris,1833,61,1800
122094204,"Anonym, niederländisch, 16. Jahrhundert",Antwerpen,1501,9,1500
122094204,"Anonym, niederländisch, 17. Jahrhundert",Antwerpen,1601,19,1600
122094204,"Gheyn, Jacques de II.",Antwerpen,1565,25,1550
122094220,"Gheyn, Jacob de III.",Leiden,1596,2,1550
122105338,"Bastien-Lepage, Jules",Damvillers,1848,4,1800
122131924,"Maes, Nicolaes",Dordrecht,1634,1,1600
122132807,"Kilian, Lucas",Augsburg,1579,8,1550
122150554,"Preißler, Georg Martin",Nürnberg,1700,2,1700
1221685678,"Biais, Maurice",Corbeil-Essonnes,1872,11,1850
122180488,"Moncornet, Baltazar",Brüssel,1598,2,1550
122224655,"Perrier, François",Saint-Jean-de-Losne,1590,3,1550
122268857,"Ravenet, Jean François",Provinz Nizza,1701,1,1700
122268857,"Van Loo, Carle",Provinz Nizza,1705,3,1700
122269950,"Watelet, Claude-Henri",Paris,1718,7,1700
122284682,"Anonym, französisch, 19. Jahrhundert",Angers,1801,1,1800
122284682,"Astruc, Zacharie",Angers,1835,2,1800
122312910,"Anonym, niederländisch, 16. Jahrhundert",Leiden,1501,1,1500
122325095,"Dutertre, André",Paris,1753,1,1750
122328922,"Franck, Hans Ulrich",Kaufbeuren,1590,1,1550
122374282,"Dente, Marco",Ravenna,1493,2,1450
122384040,"Vellert, Dirk Jakobsz.",Amsterdam,1480,19,1450
1223993620,"Bouckhorst, Jan Philipsz. van",Haarlem,1588,1,1550
122514521,"Philipon, Charles",Lyon,1800,2,1800
122520416,"Wit, Jacob de",Amsterdam,1695,17,1650
122521250,Anonym,Blois,1661,1,1650
122521307,"Chauveau, François",Paris,1613,3,1600
122568389,"Dupré, Jules",Nantes,1811,2,1800
122623282,"Wijnants, Jan",Haarlem,1631,6,1600
122660978,"Audran, Charles",Paris,1594,4,1550
12270911X,"Schwarz, Hans",Augsburg,1492,1,1450
122718011,"Bottschild, Samuel",Sangerhausen,1641,1,1600
122731913,"Weiner, Peter",Breslau,,2,
122748255,"Tintoretto, Domenico",Venedig,1560,1,1550
122748379,"Swart, Jan",Groningen,1500,3,1500
122775279,"Heintz, Joseph",Augsburg,1600,2,1600
122802101,Anonym,Neisse,1520,2,1500
122802101,"Jenichen, Balthasar",Neisse,1520,29,1500
122805291,"Châtillon, Louis de",Sainte-Menehould,1639,10,1600
122813502,"Appian, Adolphe",Lyon,1818,3,1800
122818539,"Delaunay, Nicolas",Paris,1739,4,1700
122823583,"Anonym, niederländisch, 16. Jahrhundert",Antwerpen,1501,2,1500
122823583,"Cock, Hieronymus",Antwerpen,1518,7,1500
122828011,"Baudet, Etienne",Vineuil (Loir-et-Cher),1638,3,1600
122834720,"Leonard, Johann Friedrich",Dünkirchen,1633,4,1600
122836510,"Rauch, Ernst",Darmstadt,1797,5,1750
122837606,"Strauch, Lorenz",Nürnberg,1554,5,1550
122837916,"König, Johann",Nürnberg,1586,1,1550
122905040,"Anonym, französisch, 19. Jahrhundert",Paris,1801,2,1800
122905040,"Bour, Charles",Paris,1814,1,1800
122905040,"Decamps, Alexandre-Gabriel",Paris,1803,144,1800
122905040,Delansac,Paris,1801,1,1800
122905040,"Lehnert, Pierre Frédéric",Paris,1811,1,1800
122905040,"Marvy, Louis",Paris,1815,10,1800
122905040,"Soulange-Teissier, Louis Emmanuel",Paris,1814,2,1800
1229379959,"Toussaint, Henri",Paris,1849,1,1800
122949722,"Kieser, Eberhard",Kastellaun,1583,3,1550
122950038,"Ringel d'Illzach, Désiré",Illzach,1847,8,1800
122988434,"Dugourc, Jean Démosthène",Versailles,1749,1,1700
123017416,"Vinkeles, Reinier",Amsterdam,1741,3,1700
123018455,"Bolswert, Schelte",Bolsward,1586,2,1550
123060532,"Boutet de Monvel, Bernard",Paris,1881,3,1850
123076455,"Anonym, deutsch, 16. Jahrhundert",Mailand,1501,1,1500
123076455,"Delaune, Étienne",Mailand,1518,72,1500
123078954,"Chrétien, Gilles-Louis",Versailles,1754,3,1750
123083052,"Cathelin, Louis Jacques",Paris,1739,4,1700
123083109,"Cars, Laurent",Lyon,1699,5,1650
123097568,"Demarteau, Gilles",Lüttich,1722,48,1700
123097916,"Anonym, französisch, 18. Jahrhundert",Abbeville (Somme),1701,1,1700
123097916,"Daullé, Jean",Abbeville (Somme),1703,7,1700
123098556,"Desmaisons, Emilien",Paris,1812,2,1800
123098637,"Desmadryl, Narcisse-Edmond-Joseph",Lille,1801,3,1800
1231261501,"Bloemen, Pieter van",Antwerpen,1657,3,1650
123149231,"Henriet, Frédéric",Château-Thierry,1826,1,1800
1231506784,"Du Gardier, Raoul",Wiesbaden,1871,1,1850
123168821,"Dupuis, Nicolas Gabriel",Paris,1698,4,1650
123190142,"Vaillant, Wallerant",Lille,1623,2,1600
123249244,"Drevet, Claude",Loire-sur-Rhône,1697,6,1650
123260108,"De Launay, Robert",Paris,1749,2,1700
123301319,"Drevet, Pierre",Loire-sur-Rhône,1663,36,1650
123301351,"Drevet, Pierre-Imbert",Paris,1697,11,1650
123315468,"Brisset, Jean-Pierre",La Sauvagere (Orne),1837,12,1800
123330688,"Andreani, Andrea",Mantua,1541,2,1500
123330688,Anonym,Mantua,1541,1,1500
123338581,"Ficquet, Etienne",Paris,1719,2,1700
1233496263,"Robert, Paul Ponce Antoine",Sery-en-Porcien,1686,3,1650
123352886,"Deshays, Jean Baptiste",Colleville,1729,1,1700
123354471,"Gaucher, Charles-Etienne",Paris,1741,1,1700
123379636,"Picart, Bernard",Paris,1673,231,1650
123380103,"Flinck, Govaert",Kleve (Kreis Kleve),1615,6,1600
123380103,"Le Sueur, J. B.",Kleve (Kreis Kleve),1701,1,1700
123414245,"Meurs, Jacob van",Arnheim,1619,1,1600
123416566,"Müller, Alfredo",Livorno,1869,1,1850
123429145,"Falck, Jeremiasz",Danzig,1609,1,1600
123520002,"Grasset, Eugène",Lausanne,1845,4,1800
12353495X,"Hoff, Carl",Frankfurt am Main,1807,2,1800
12357353X,"Troyon, Constant",Sèvres,1810,3,1800
1236830741,"Schuhmann, Theodor",Bad Tölz,1812,1,1800
123809517,"Lagrenée, Louis-Jean-François",Paris,1725,1,1700
123825547,"Cochin, Nicolas",Troyes,1610,5,1600
1238812511,"Midy, Adolphe",Frankreich,1797,1,1750
123909546,"Peeters, Gillis",Antwerpen,1612,1,1600
123930901,"Giraud, Pierre Francois Eugène",Paris,1806,1,1800
123951321,"Copia, Jacques Louis",Landau in der Pfalz,1764,2,1750
123960312,"Robert, Aurèle",Les Eplatures,1805,3,1800
123983150,"Knorr, Georg Wolfgang",Nürnberg,1705,1,1700
123988837,"Jacob, Nicolas Henri",Paris,1781,2,1750
124017274,"Lefebvre, Claude",Fontainebleau,1632,1,1600
124017304,"Lecler, Auguste Toussaint",Paris,1788,1,1750
124042627,"Le Bas, Jacques-Philippe",Paris,1707,86,1700
124165044,"Hutin, Charles",Paris,1715,30,1700
124235441,Anonym,Nürnberg,1498,1,1450
124235441,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,1,1500
124235441,"Zündt, Matthias",Nürnberg,1498,11,1450
124290817,"Aubry, Abraham",Oppenheim,1601,1,1600
124298516,"Carabin, Rupert",Zabern,1862,1,1850
124305539,"Trouvain, Antoine",Montdidier,1656,2,1650
124318940,"Lombart, Pierre",Paris,1612,16,1600
124331394,"Bergh, Matthys van den",Mecheln,1615,1,1600
124331394,"Borcht, Petrus van der",Mecheln,1545,4,1500
124331394,"Londerseel, Assuerus van",Mecheln,1572,1,1550
124344739,"Masson, Antoine",Loury,1636,16,1600
124368891,"Morin, Jean",Paris,1605,35,1600
12441446X,"Petit, Gilles Edme",Paris,1694,4,1650
124421407,"Anonym, deutsch, 19. Jahrhundert",Homburg (Saarpfalz-Kreis),1801,1,1800
124421407,"Piloty, Ferdinand",Homburg (Saarpfalz-Kreis),1786,6,1750
12443245X,"Pitau, Nicolas",Antwerpen,1632,4,1600
124455298,"Quenedey, Edmé",Riceys-le-Haut (Aube),1756,1,1750
124493238,"Anonym, niederländisch, 16. Jahrhundert",Wallerstein,1501,1,1500
124538142,"Boutet de Monvel, Louis-Maurice",Orléans,1851,1,1850
1245391577,"Aubry-Lecomte, Jean-Baptiste",Nizza,1797,5,1750
124556981,"Anonym, französisch, 19. Jahrhundert",Wien,1801,1,1800
12458229X,"Anonym, französisch",London,1803,1,1800
1245885642,"Monginot, Charles",Brienne-le-Château,1825,1,1800
1246010364,"Santvoort, Pieter Dircksz.",Amsterdam,1603,3,1600
124692133,"Anonym, niederländisch, 17. Jahrhundert",Ypern,1601,1,1600
1246938111,"Gael, Barend",Haarlem,1635,2,1600
124712142,"Cicéri, Eugène",Paris,1813,1,1800
124712142,"Soulange-Teissier, Louis Emmanuel",Paris,1814,1,1800
124712665,"Rouargue, Adolphe",Paris,1810,1,1800
12476116X,"Chedel, Pierre Quentin",Châlons-en-Champagne,1705,2,1700
124789102,"Chapuy, Nicolas-Marie-Joseph",Paris,1790,1,1750
124794580,"Marcolini, Francesco",Forlì,1500,2,1500
124865070,"Schagen, Gerrit van",Amsterdam,1642,19,1600
124875130,"Anonym, deutsch, 16. Jahrhundert",Basel,1501,53,1500
124915744,"Weenix, Jan Baptist",Amsterdam,1621,2,1600
124986269,"Boullogne, Louis de",Paris,1654,4,1650
125010133,"Ibels, Henri-Gabriel",Paris,1867,35,1850
125010141,"Renouard, Paul",Cour Cheverny,1845,69,1800
1254523553,"Hildibrand, Henri Théophile",Paris,1824,2,1800
125605559X,"Potter, Louis","Troy, NY",1873,2,1850
1256894966,"Somer, Jan van",Amsterdam,1645,3,1600
1256965294,"Allegrain, Gabriel",Paris,1679,1,1650
1259382575,"Verheyden, Matteus",Breda,1700,2,1700
1263066577,"Anonym, deutsch, 16. Jahrhundert",Nimwegen,1501,6,1500
1263066577,"Anonym, niederländisch, 16. Jahrhundert",Nimwegen,1501,1,1500
1265701008,"Gaucherel, Léon",Paris,1816,3,1800
126901503,"Walther, Thüring",Bern,1546,1,1500
1275246540,"Aken, Jan van",Amsterdam,1614,1,1600
1275762034,"Loutrel, Victor Jean Baptiste",Kortrijk,1821,1,1800
127867686,"Doudelet, Charles",Lille,1861,2,1850
1284138232,"Andriessen, Anthony",Amsterdam,1764,2,1750
128418087,"Eichler, Gottfried",Augsburg,1715,2,1700
128576847,"Collaert, Adriaen",Antwerpen,1560,56,1550
128598360,"Anonym, niederländisch, 16. Jahrhundert",Brabant <Provinz>,1501,1,1500
128600691,"Krafft, Johann",Usingen,1510,2,1500
128653965,"Selb, Josef Anton","Stockach (Lechtal, Tirol)",1784,1,1750
128665904,"Choffard, Pierre-Philippe",Paris,1730,5,1700
128685417,"Romanet, Antoine Louis",Paris,1748,2,1700
128735325,"Balten, Pieter",Antwerpen,1525,2,1500
128735430,"Beger, Lorenz",Heidelberg,1663,1,1650
128786442,"Bacler d'Albe, Louis Albert Ghislain",Saint-Pol-sur-Ternoise,1761,3,1750
128867574,"Campagnola, Giulio",Padua,1482,1,1450
128868929,"Helst, Bartholomeus van der",Haarlem,1613,1,1600
128914696,"Coquin, Louis",Troyes,1627,1,1600
1289650411,Misti,Paris,1865,3,1850
1290651361,"Léveillé, Auguste-Hilaire",Joué-du-Bois,1840,1,1800
1290790019,"Loutherbourg, Philippe Jacques de",Basel,1698,4,1650
129085154,"Anonym, deutsch, 16. Jahrhundert",Forchheim (Oberfr.),1501,3,1500
129100323,"Bemmel, Johann Christoph von",Nürnberg,1717,1,1700
129100692,"Beham, Georg",München,1568,3,1550
129112348,"Guttenberg, Carl",Wöhrd,1743,2,1700
129112364,"Guttenberg, Heinrich",Nürnberg,1749,2,1700
129113638,"Hering, Jakob",Nürnberg,1698,1,1650
129144355,"Mitreuter, Heinrich Ditlev",Riga,1817,1,1800
129144355,"Timm, Vasilij F.",Riga,1820,2,1800
129185795,"Meyer, Dietrich",Eglisau,1572,7,1550
129249025,"Schlemmer, Leonhard",Hammer (Nürnberg),1772,1,1750
1292513632,"Jacquet, Jules",Paris,1841,1,1800
129251798,"Setletzky, Balthasar Sigmund",Augsburg,1695,24,1650
129252239,"Solis, Nikolaus",Nürnberg,1541,12,1500
129269980,"Weiner, Hans",Weilheim i. OB.,1575,3,1550
129270822,"Winter, Johann Georg",Groningen,1707,2,1700
129287083,"Meyering, Albert",Reilkirch an der Mosel,1645,2,1600
129308838,"Anonym, französisch, 17. Jahrhundert",Paris,1601,1,1600
129308838,"Verdier, François",Paris,1651,8,1650
12945446X,"Fischer, Johannes",Augsburg,1580,1,1550
129520136,Anonym,Lüttich,1510,1,1500
129520136,"Zutman, Lambert",Lüttich,1510,19,1500
12964658X,"Collaert, Hans",Brüssel,1530,21,1500
129704083,"Knüpfer, Nicolaus",Leipzig,1603,1,1600
129728888,"Née, François Denis",Paris,1732,3,1700
129923058X,"Taurel, André Benoît Barreau",Paris,1794,1,1750
129974285,"Johannot, Alfred",Offenbach am Main,1800,11,1800
130026034,"Ullrich, Heinrich",Nürnberg,1567,5,1550
130051969,"Dorigny, Nicolas",Paris,1652,6,1650
130052019,"Farjat, Benoît",Lyon,1646,2,1600
130104256,"Blanchard, Auguste Jean Baptiste Marie",Paris,1792,4,1750
130104280,"Blanchard, Auguste Thomas Marie",Paris,1819,6,1800
130125229,"Caron, Adolphe Alexandre Joseph",Lille,1797,1,1750
130149551,"Schuler, Charles Louis",Straßburg,1785,1,1750
130150495,"Anonym, französisch, 19. Jahrhundert",Bordeaux,1801,1,1800
130150495,"Diaz de la Peña, Narcisse Virgile",Bordeaux,1807,17,1800
130150495,"Fischer, Gottlob",Bordeaux,1829,1,1800
130150495,"Loutrel, Victor Jean Baptiste",Bordeaux,1821,1,1800
130150495,"Marvy, Louis",Bordeaux,1815,1,1800
130227277,"Leroux, Jean Marie",Paris,1788,7,1750
130268917,"Longueil, Joseph de",Givet,1730,2,1700
130268976,"Aliamet, Jacques",Abbeville,1726,8,1700
130340766,"Martini, Pietro Antonio",Trecasali,1739,5,1700
130340936,Anonym,Bologna,1493,1,1450
130367257,"Woensam, Anton",Worms,1500,81,1500
130493562,"Küstner, Gottfried",Freudenstadt,1800,2,1800
130549495,"Wölfle, Johann",Weinstadt-Endersbach,1807,2,1800
13134126X,"Philippoteaux, Félix Emmanuel Henri",Paris,1815,1,1800
1313635820,"Horthemels, Frédéric",Paris,1688,1,1650
131445049,"Jossot, Gustave Henri",Dijon,1866,1,1850
131737805,"Baquoy, Jean Charles",Paris,1721,2,1700
132067773,"Delignon, Jean-Louis",Paris,1755,2,1750
132160331,"Dupré, Louis",Versailles,1789,2,1750
132175614,"Rassenfosse, Armand",Lüttich,1862,1,1850
132186470,"Tissandier, Albert",Anglure,1839,1,1800
132238756,"Gandara, Antonio de la",Paris,1861,5,1850
132248832,"Deis, Carl August",Stuttgart,1810,38,1800
132302063,"Schultes, Hans","Ostheim (Hofheim, Unterfranken)",1542,1,1500
13233612X,"Pothoven, Hendrik",Amsterdam,1725,2,1700
132345692,"Rademaker, Abraham",Lisse,1675,5,1650
132368501,"Goyrand, Claude",Sens,1615,6,1600
132382822,"Legros, Sauveur",Versailles,1754,3,1750
132399660,"Le Veau, Jean Jacques André",Rouen,1729,5,1700
132402416,"Sarrabat, Isaac",Les Andelys,1667,1,1650
132442876,"Bray, Dirck de",Haarlem,1635,1,1600
132514125,"Berthault, Pierre-Gabriel",Saint-Maur,1737,1,1700
13251530X,"Michel, Jean-Baptiste",Paris,1748,2,1700
132516012,"Queverdo, François Marie Isidore",Josselin (Frankreich),1748,5,1700
132603837,Monogrammist HE,Lippstadt,1501,4,1500
13265041X,"Shiba, Kōkan",Edo,1738,1,1700
132657929,"Andreae, Nicolaus",Flensburg,1550,1,1550
132708906,"Mercier, Philippe",Berlin,1689,1,1650
132725150,"Milatz, Franciscus Andreas",Haarlem,1763,2,1750
132726920,"Noorde, Cornelis van",Haarlem,1731,3,1700
132757982,"Rossmäßler, Johann Adolf",Leipzig,1770,1,1750
132761262,"Sotain, Noël-Eugène",Paris,1816,1,1800
13281837X,"Ravenet, Simon François",Paris,1721,4,1700
132828081,"Ruijscher, Jan",Franeker (Friesland),1625,2,1600
132862573,"Wael, Cornelis de",Antwerpen,1592,1,1550
133031411,"Perelle, Adam",Paris,1638,2,1600
133085244,"Schallhas, Carl Philipp",Preßburg,1767,1,1750
133120651,"De Vadder, Lodewyk",Brüssel,1605,5,1600
13315789X,"Desrais, Claude-Louis",Paris,1746,1,1700
133158810,"Le Beau, Pierre Adrien",Paris,1744,1,1700
133160785,"Voyez, Nicolas Joseph",Abbeville,1742,3,1700
133161463,"Janet, François",Paris,1785,1,1750
133241505,"Boily, Charles-Ange",Paris,1738,1,1700
133278573,"Duvivier, Jean",Lüttich,1687,5,1650
133311406,"Riffaut, Adolphe Pierre",Paris,1821,1,1800
133312127,"Baron, Henri-Charles-Antoine",Besançon,1816,19,1800
133312399,"Brugnot, Louis Joseph","Xivray Marvoisin, Meuse",1814,1,1800
133482715,"Dietzsch, Georg Friedrich",Nürnberg,1717,1,1700
